title,lang,source_name,format,category,cefr_level,license,text,source_dataset
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,To where Saint Mary Woolnoth kept the hours,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A crowd flowed over London Bridge, so many",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,I had not thought death had undone so many,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,And I was frightened.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And the dead tree gives no shelter, the cricket no relief",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,I will show you fear in a handful of dust,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Under the brown fog of a winter dawn,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"Here is the man with three staves, and here the Wheel",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Sighs, short and infrequent, were exhaled",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Flowed up the hill and down King William Street,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"Lilacs out of the dead land, mixing",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Is your card, the drowned Phoenician Sailor",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Memory and desire, stirring",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Winter kept us warm, covering",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Earth in forgetful snow, feeding",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Or your shadow at evening rising to meet you,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And the dry stone no sound of water. ,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"What are the roots that clutch, what branches grow",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A little life with dried tubers,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You know, I — particularly because of all those young people I’ve talked about, 18 to 30.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Karen Bass has a long history of always being on the side of the people, fighting for the people, fighting for the people whose voices aren’t in the room but must be present.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,And reducing the federal deficit is one of the best things we can do to lower inflation.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Never been a good bet to bet against America.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"So, let’s talk about Karen Bass and what we’re here to do.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"By the time he was able to retire, he was — he had built up equity in a home.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And I especially want to thank the young people of this nation, who — I’m told; I haven’t seen the numbers — voted in historic numbers again and — just as they did two years ago.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I mean — I mean I literally mean that: We’ve come out stronger than we’ve gone in.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But literally, nothing like this has happened since the Civil War.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"When I return from the G20 meetings in Indonesia with other world leaders, I’m going to invite the leaders of both political parties, as I’ve done in the past on my foreign trips, to the White House to discuss how we can work together for the remainder of this year and into the next Congress to advance the economic and national security priorities of the United States.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mr. President, I have a couple of questions on several issues.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,We looking — we’re taking on powerful interests to lower prescription drug costs and health insurance premiums and energy bills.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,There are still a lot of people hurting that are very concerned.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We’ve cut that now.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"All the studies over 10 years show that that increases the prospect of someone making it through 12 years without any difficulty, no matter what the background they come from, by 56 percent.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But with their votes, the American people have spoken and proven once again that democracy is who we are.",universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"There are legal analysts that say that there will be drastic implications, there are tentacles from this, and they even say that this can impact Brown v. Board — the decision from Brown v. Board.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"And medical bills are a big piece of that, particularly in the African American community and the poor — and poorer communities.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And what — I ask a rhetorical question: What would you all think?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I told her it means the world to me to be here.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Let me say it again: $1.7 trillion.,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"In the past, if they had done the two things that they had done before — one, invest in more refineries and producing more product and/or passing on the rebates to the gas stations that — you know, they sell the oil at a cheaper rate than they have to — than they are selling it now, not taking advantage.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,For how long?”  It was a deadly earnest question: “For how long?”,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"So there’s a lot of things we can do to affect the things that people need on a monthly basis to reduce their inflation, their cost of living.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And then another one went on to say — and I’m not going to name them — went on to say, “What would you say, Joe, if, in fact, you went — we went to bed tonight here in — in England, woke up the next morning and found out that thousands of people had stormed the parliament of — of Great Britain — gone down the hall, broken down the doors, two cops ended up dying, a number of people injured, and they tried to stop the co- — the confirmation of an election?”  It’s not the same situation, obviously, as we have.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,And we lost fewer seats in the House of Representatives than any Democratic President’s first midterm election in the last 40 years.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And we’re just getting started.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"And we have far too many of our seniors who are having to make a decision, on the one hand, whether they will fill a prescription for insulin, which a doctor prescribed to save their life, or pay for rent or food.”  And we said, “That’s not right.”  And because you voted, we have now capped insulin at $35 a month for those seniors.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,A whole lot would change.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,And we’re going to get the lead out of these pipes and service lines which is causing our children to drink toxic water.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"And, by the way, a significant number of those jobs are going to be jobs that pay an average of $126-, $127,000.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,But I still understand why they’re hurting right now and so many people are concerned.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,And let me say this: Regardless — regardless of what the final tally in these elections show — and there’s still some counting going on — I’m prepared to work with my Republican colleagues.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And that’s a testament, I think, to the American people.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We just need to remember who the hell we are.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And that’s the context in which I think that they’re looking at: Are we back to a place where we are going to accept decisions made by the Court, by the Congress, by the government, et cetera?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,But I believe we took the right steps for the country and for the American people.,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,Our approach creates a continuous design space that interpolates between existing fish designs to create new designs.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I've been doing this a long time.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We have turned them into gig work.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"So in 2021, my best friend and I gathered a founding team of 31 college students and started another virtual nonprofit called the Pre-College Research Institute.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Yes, we successfully managed to build a robot that swims like a fish, but... Sophie requires a motor and a pump to properly work.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,It has that quality of a once-beloved melody whose notes now elude us.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"This is the future that will not only change the fabric of these institutions, but ensure they survive and prosper for years to come.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The majority of car trips in the world today are less than five miles.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"So if you have an idea or interest for how to make a historically inaccessible field more equitable, grab a few friends, brainstorm a way that you can break down the barriers in your field and start a virtual nonprofit.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"And I can tell you this, this can be done.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"As we try to reimagine and reconfigure work and inclusion in the wake of the pandemic, accompaniment is that principled approach that can get us there.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"But one thing I realized that, you know, the one percent is the negativity, but the 99 percent, it's the support from different parts of the world.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Nature often smoothly, glides, swims or wiggles, without the rattling of rigid parts or the loud rubbing of surfaces.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"So what sometimes happens is that a company would say, ""What is the dirtiest part of our business?",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"I didn't know what exactly I had to do, but after seeing Greta Thunberg from Sweden strike, I was really inspired.Yes.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And so we started to say, let's redesign our entire e-bikes and e-scooters so that if a scooter does break, we can take it apart and reuse many parts of that scooter.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It has taken about 200 years for motors to become what they are today.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"If we're going to live up to our own ideals then we need to do the core of what folks have always done: reduce, reuse and recycle.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And a family of maybe ten in Uganda will emit way less than a family of four in a country within Europe.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,We have to rethink what the machine should do and what it should not do.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Take stakeholder capitalism, this notion that a company is responsible to all its stakeholders and to the environment, and not just its shareholders.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Let’s come together and set the narrative straight.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And he explained to me that 20 years ago in a specific place, he mentioned in Mitanya that they would expect rains at a specific time.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,It never made me realize that it was actually an emergency or something that was happening at that time.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,It is clarity of the demands that we are allowed to make of others.,universalcefr/readme_en
